Country,Year,Data
Cuba,1991,10663585
Cuba,1992,10733363
Cuba,1993,10794135
Cuba,1994,10850585
Cuba,1995,10906043
Cuba,1996,10961012
Cuba,1997,11013983
Cuba,1998,11064097
Cuba,1999,11110004
Cuba,2000,11150736
Cuba,2001,11186542
Cuba,2002,11217998
Cuba,2003,11244885
Cuba,2004,11266941
Cuba,2005,11284253
Cuba,2006,11296233
Cuba,2007,11303687
Cuba,2008,11309754
Cuba,2009,11318602
Cuba,2010,11333051
Cuba,2011,11354651
Cuba,2012,11382146
Cuba,2013,11412167
Cuba,2014,11439767
Cyprus,1960,572930
Cyprus,1961,576395
Cyprus,1962,577691
Cyprus,1963,577913
Cyprus,1964,578627
Cyprus,1965,580966
Cyprus,1966,585308
Cyprus,1967,591308
Cyprus,1968,598493
Cyprus,1969,606113
Cyprus,1970,613621
Cyprus,1971,620859
Cyprus,1972,628002
Cyprus,1973,635111
Cyprus,1974,642339
Cyprus,1975,649755
Cyprus,1976,657534
Cyprus,1977,665528
Cyprus,1978,673251
Cyprus,1979,680011
Cyprus,1980,685406
Cyprus,1981,689173
Cyprus,1982,691702
Cyprus,1983,694077
Cyprus,1984,697717
Cyprus,1985,703687
Cyprus,1986,712341
Cyprus,1987,723380
Cyprus,1988,736479
Cyprus,1989,751044
Cyprus,1990,766614
Cyprus,1991,783129
Cyprus,1992,800609
Cyprus,1993,818751
Cyprus,1994,837110
Cyprus,1995,855384
Cyprus,1996,873423
Cyprus,1997,891192
Cyprus,1998,908704
Cyprus,1999,926050
Cyprus,2000,943286
Cyprus,2001,960282
Cyprus,2002,976966
Cyprus,2003,993563
Cyprus,2004,1010410
Cyprus,2005,1027658
Cyprus,2006,1045509
Cyprus,2007,1063712
Cyprus,2008,1081563
Cyprus,2009,1098076
Cyprus,2010,1112607
Cyprus,2011,1124835
Cyprus,2012,1135062
Cyprus,2013,1143896
Cyprus,2014,1152309
Czech Republic,1960,9602006
Czech Republic,1961,9586651
Czech Republic,1962,9624660
Czech Republic,1963,9670685
Czech Republic,1964,9727804
Czech Republic,1965,9779358
Czech Republic,1966,9821040
Czech Republic,1967,9852899
Czech Republic,1968,9876346
Czech Republic,1969,9896580
Czech Republic,1970,9858071
Czech Republic,1971,9826815
Czech Republic,1972,9867632
Czech Republic,1973,9922266
Czech Republic,1974,9988459
Czech Republic,1975,10058620
Czech Republic,1976,10125939
Czech Republic,1977,10186755
Czech Republic,1978,10242098
Czech Republic,1979,10292341
Czech Republic,1980,10304193
Czech Republic,1981,10300591
Czech Republic,1982,10314826
Czech Republic,1983,10323856
Czech Republic,1984,10330213
Czech Republic,1985,10337118
Czech Republic,1986,10342227
Czech Republic,1987,10347318
Czech Republic,1988,10355276
Czech Republic,1989,10361068
Czech Republic,1990,10333355
Czech Republic,1991,10308578
Czech Republic,1992,10319123
Czech Republic,1993,10329855
Czech Republic,1994,10333587
Czech Republic,1995,10327253
Czech Republic,1996,10315241
Czech Republic,1997,10304131
Czech Republic,1998,10294373
Czech Republic,1999,10283860
Czech Republic,2000,10255063
Czech Republic,2001,10216605
Czech Republic,2002,10196916
Czech Republic,2003,10193998
Czech Republic,2004,10197101
Czech Republic,2005,10211216
Czech Republic,2006,10238905
Czech Republic,2007,10298828
Czech Republic,2008,10384603
Czech Republic,2009,10443936
Czech Republic,2010,10474410
Czech Republic,2011,10496088
Czech Republic,2012,10510785
Czech Republic,2013,10514272
Czech Republic,2014,10525347
Germany,1960,72814900
Germany,1961,73377632
Germany,1962,74025784
Germany,1963,74714353
Germany,1964,75318337
Germany,1965,75963695
Germany,1966,76600311
Germany,1967,76951336
Germany,1968,77294314
Germany,1969,77909682
Germany,1970,78169289
Germany,1971,78312842
Germany,1972,78688452
Germany,1973,78936666
Germany,1974,78967433
Germany,1975,78673554
Germany,1976,78336950
Germany,1977,78159814
Germany,1978,78091820
Germany,1979,78126350
Germany,1980,78288576
Germany,1981,78407907
Germany,1982,78333366
Germany,1983,78128282
Germany,1984,77858685
Germany,1985,77684873
Germany,1986,77720436
Germany,1987,77839920
Germany,1988,78144619
Germany,1989,78751283
Germany,1990,79433029
Germany,1991,80013896
Germany,1992,80624598
Germany,1993,81156363
Germany,1994,81438348
Germany,1995,81678051
Germany,1996,81914831
Germany,1997,82034771
Germany,1998,82047195
Germany,1999,82100243
Germany,2000,82211508
Germany,2001,82349925
Germany,2002,82488495
Germany,2003,82534176
Germany,2004,82516260
Germany,2005,82469422
Germany,2006,82376451
Germany,2007,82266372
Germany,2008,82110097
Germany,2009,81902307
Germany,2010,81776930
Germany,2011,80274983
Germany,2012,80425823
Germany,2013,80645605
Germany,2014,80982500
Dominican Republic,1960,3294042
Dominican Republic,1961,3406299
Dominican Republic,1962,3521278
Dominican Republic,1963,3638628
Dominican Republic,1964,3757956
Dominican Republic,1965,3878948
Dominican Republic,1966,4001375
Dominican Republic,1967,4125109
Dominican Republic,1968,4250025
Dominican Republic,1969,4376054
Dominican Republic,1970,4503114
Dominican Republic,1971,4631114
Dominican Republic,1972,4759934
Dominican Republic,1973,4889436
Dominican Republic,1974,5019473
Dominican Republic,1975,5149935
Dominican Republic,1976,5280723
Dominican Republic,1977,5411865
Dominican Republic,1978,5543517
Dominican Republic,1979,5675931
Dominican Republic,1980,5809269
Dominican Republic,1981,5943591
Dominican Republic,1982,6078820
Dominican Republic,1983,6214857
Dominican Republic,1984,6351572
Dominican Republic,1985,6488856
Dominican Republic,1986,6626542
Dominican Republic,1987,6764624
Dominican Republic,1988,6903316
Dominican Republic,1989,7042937
Dominican Republic,1990,7183647
Dominican Republic,1991,7325622
Dominican Republic,1992,7468551
Dominican Republic,1993,7611465
Dominican Republic,1994,7753052
Dominican Republic,1995,7892423
Dominican Republic,1996,8029113
Dominican Republic,1997,8163472
Dominican Republic,1998,8296375
Dominican Republic,1999,8429112
Dominican Republic,2000,8562622
Dominican Republic,2001,8697126
Dominican Republic,2002,8832285
Dominican Republic,2003,8967760
Dominican Republic,2004,9102998
Dominican Republic,2005,9237566
Dominican Republic,2006,9371338
Dominican Republic,2007,9504353
Dominican Republic,2008,9636520
Dominican Republic,2009,9767758
Dominican Republic,2010,9897985
Dominican Republic,2011,10027095
Dominican Republic,2012,10154950
Dominican Republic,2013,10281296
Dominican Republic,2014,10405844
Algeria,1960,11124888
Algeria,1961,11404859
Algeria,1962,11690153
Algeria,1963,11985136
Algeria,1964,12295970
Algeria,1965,12626952
Algeria,1966,12980267
Algeria,1967,13354197
Algeria,1968,13744387
Algeria,1969,14144438
Algeria,1970,14550034
Algeria,1971,14960109
Algeria,1972,15377093
Algeria,1973,15804428
Algeria,1974,16247113
Algeria,1975,16709099
Algeria,1976,17190239
Algeria,1977,17690184
Algeria,1978,18212326
Algeria,1979,18760761
Algeria,1980,19337715
Algeria,1981,19943664
Algeria,1982,20575701
Algeria,1983,21228289
Algeria,1984,21893853
Algeria,1985,22565905
Algeria,1986,23241272
Algeria,1987,23917897
Algeria,1988,24591492
Algeria,1989,25257672
Algeria,1990,25912367
Algeria,1991,26554329
Algeria,1992,27181094
Algeria,1993,27786259
Algeria,1994,28362253
Algeria,1995,28904298
Algeria,1996,29411415
Algeria,1997,29886839
Algeria,1998,30335732
Algeria,1999,30765613
Algeria,2000,31183660
Algeria,2001,31592153
Algeria,2002,31995046
Algeria,2003,32403514
Algeria,2004,32831096
Algeria,2005,33288437
Algeria,2006,33777915
Algeria,2007,34300076
Algeria,2008,34860715
Algeria,2009,35465760
Algeria,2010,36117637
Algeria,2011,36819558
Algeria,2012,37565847
Algeria,2013,38338562
Algeria,2014,39113313
Ecuador,1960,4545550
Ecuador,1961,4676859
Ecuador,1962,4812890
Ecuador,1963,4953733
Ecuador,1964,5099468
Ecuador,1965,5250119
Ecuador,1966,5405685
Ecuador,1967,5566057
Ecuador,1968,5730906
Ecuador,1969,5899845
Ecuador,1970,6072527
Ecuador,1971,6248835
Ecuador,1972,6428711
Ecuador,1973,6611916
Ecuador,1974,6798206
Ecuador,1975,6987391
Ecuador,1976,7179399
Ecuador,1977,7374234
Ecuador,1978,7571959
Ecuador,1979,7772653
Ecuador,1980,7976445
Ecuador,1981,8183194
Ecuador,1982,8392940
Ecuador,1983,8606213
Ecuador,1984,8823751
Ecuador,1985,9045979
Ecuador,1986,9272906
Ecuador,1987,9504129
Ecuador,1988,9739176
Ecuador,1989,9977377
Ecuador,1990,10218091
Ecuador,1991,10460990
Ecuador,1992,10705667
Ecuador,1993,10951202
Ecuador,1994,11196479
Ecuador,1995,11440583
Ecuador,1996,11683479
Ecuador,1997,11924993
Ecuador,1998,12163885
Ecuador,1999,12398691
Ecuador,2000,12628596
Ecuador,2001,12852755
Ecuador,2002,13072060
Ecuador,2003,13289601
Ecuador,2004,13509647
Ecuador,2005,13735233
Ecuador,2006,13967480
Ecuador,2007,14205453
Ecuador,2008,14447562
Ecuador,2009,14691275
Ecuador,2010,14934690
Ecuador,2011,15177355
Ecuador,2012,15419666
Ecuador,2013,15661547
Ecuador,2014,15903112
Egypt,1960,26996533
Egypt,1961,27744712
Egypt,1962,28506176
Egypt,1963,29281250
Egypt,1964,30071102
Egypt,1965,30875964
Egypt,1966,31697616
Egypt,1967,32534021
Egypt,1968,33377259
Egypt,1969,34216826
Egypt,1970,35046273
Egypt,1971,35863382
Egypt,1972,36673642
Egypt,1973,37488067
Egypt,1974,38322022
Egypt,1975,39187702
Egypt,1976,40089032
Egypt,1977,41026477
Egypt,1978,42004655
Egypt,1979,43027816
Egypt,1980,44099142
Egypt,1981,45216506
Egypt,1982,46379620
Egypt,1983,47594556
Egypt,1984,48868951
Egypt,1985,50204985
Egypt,1986,51607703
Egypt,1987,53066229
Egypt,1988,54547296
Egypt,1989,56006573
Egypt,1990,57412215
Egypt,1991,58752390
Egypt,1992,60035536
Egypt,1993,61275601
Egypt,1994,62495745
Egypt,1995,63714386
Egypt,1996,64933456
Egypt,1997,66151117
Egypt,1998,67378056
Egypt,1999,68626664
Egypt,2000,69905988
Egypt,2001,71226940
Egypt,2002,72590118
Egypt,2003,73981942
Egypt,2004,75381899
Egypt,2005,76778149
Egypt,2006,78159048
Egypt,2007,79537253
Egypt,2008,80953881
Egypt,2009,82465022
Egypt,2010,84107606
Egypt,2011,85897561
Egypt,2012,87813257
Egypt,2013,89807433
Egypt,2014,91812566
Spain,1960,30455000
Spain,1961,30739250
Spain,1962,31023366
Spain,1963,31296651
Spain,1964,31609195
Spain,1965,31954292
Spain,1966,32283194
Spain,1967,32682947
Spain,1968,33113134
Spain,1969,33441054
Spain,1970,33814531
Spain,1971,34224490
Spain,1972,34604469
Spain,1973,34988947
Spain,1974,35373335
Spain,1975,35757900
Spain,1976,36137812
Spain,1977,36511638
Spain,1978,36864898
Spain,1979,37191330
Spain,1980,37491165
Spain,1981,37758631
Spain,1982,37986012
Spain,1983,38171525
Spain,1984,38330364
Spain,1985,38469512
Spain,1986,38584624
Spain,1987,38684815
Spain,1988,38766939
Spain,1989,38827764
Spain,1990,38867322
Spain,1991,38966376
Spain,1992,39157685
Spain,1993,39361262
Spain,1994,39549108
Spain,1995,39724050
Spain,1996,39889852
Spain,1997,40057389
Spain,1998,40223509
Spain,1999,40386875
Spain,2000,40567864
Spain,2001,40850412
Spain,2002,41431558
Spain,2003,42187645
Spain,2004,42921895
Spain,2005,43653155
Spain,2006,44397319
Spain,2007,45226803
Spain,2008,45954106
Spain,2009,46362946
Spain,2010,46576897
Spain,2011,46742697
Spain,2012,46773055
Spain,2013,46620045
Spain,2014,46480882
Estonia,1960,1211537
Estonia,1961,1225077
Estonia,1962,1241623
Estonia,1963,1258857
Estonia,1964,1277086
Estonia,1965,1294566
Estonia,1966,1308597
Estonia,1967,1318946
Estonia,1968,1331214
Estonia,1969,1345249
Estonia,1970,1360076
Estonia,1971,1376955
Estonia,1972,1392518
Estonia,1973,1405951
Estonia,1974,1418169
Estonia,1975,1429352
Estonia,1976,1439576
Estonia,1977,1450211
Estonia,1978,1460188
Estonia,1979,1468333
Estonia,1980,1477219
Estonia,1981,1487666
Estonia,1982,1498414
Estonia,1983,1508745
Estonia,1984,1518617
Estonia,1985,1528781
Estonia,1986,1540190
Estonia,1987,1552221
Estonia,1988,1561900
Estonia,1989,1568131
Estonia,1990,1569174
Estonia,1991,1561314
Estonia,1992,1533091
Estonia,1993,1494128
Estonia,1994,1462514
Estonia,1995,1436634
Estonia,1996,1415594
Estonia,1997,1399535
Estonia,1998,1386156
Estonia,1999,1390244
Estonia,2000,1396985
Estonia,2001,1388115
Estonia,2002,1379350
Estonia,2003,1370720
Estonia,2004,1362550
Estonia,2005,1354775
Estonia,2006,1346810
Estonia,2007,1340680
Estonia,2008,1337090
Estonia,2009,1334515
Estonia,2010,1331475
Estonia,2011,1327439
Estonia,2012,1322696
Estonia,2013,1317997
Estonia,2014,1314545
Ethiopia,1960,22151278
Ethiopia,1961,22671190
Ethiopia,1962,23221389
Ethiopia,1963,23798429
Ethiopia,1964,24397024
Ethiopia,1965,25013626
Ethiopia,1966,25641376
Ethiopia,1967,26281208
Ethiopia,1968,26946079
Ethiopia,1969,27654161
Ethiopia,1970,28415077
Ethiopia,1971,29245207
Ethiopia,1972,30132580
Ethiopia,1973,31025115
Ethiopia,1974,31851708
Ethiopia,1975,32566821
Ethiopia,1976,33146891
Ethiopia,1977,33622390
Ethiopia,1978,34068316
Ethiopia,1979,34590226
Ethiopia,1980,35264898
Ethiopia,1981,36120288
Ethiopia,1982,37136848
Ethiopia,1983,38285883
Ethiopia,1984,39518801
Ethiopia,1985,40800343
Ethiopia,1986,42120730
Ethiopia,1987,43493283
Ethiopia,1988,44932064
Ethiopia,1989,46458913
Ethiopia,1990,48086516
Ethiopia,1991,49821083
Ethiopia,1992,51647768
Ethiopia,1993,53532956
Ethiopia,1994,55431123
Ethiopia,1995,57309880
Ethiopia,1996,59155148
Ethiopia,1997,60976450
Ethiopia,1998,62794151
Ethiopia,1999,64640054
Ethiopia,2000,66537331
Ethiopia,2001,68492257
Ethiopia,2002,70497192
Ethiopia,2003,72545144
Ethiopia,2004,74624405
Ethiopia,2005,76727083
Ethiopia,2006,78850689
Ethiopia,2007,81000409
Ethiopia,2008,83184892
Ethiopia,2009,85416253
Ethiopia,2010,87702670
Ethiopia,2011,90046756
Ethiopia,2012,92444183
Ethiopia,2013,94887724
Ethiopia,2014,97366774
Finland,1960,4429634
Finland,1961,4461005
Finland,1962,4491443
Finland,1963,4523309
Finland,1964,4548543
Finland,1965,4563732
Finland,1966,4580869
Finland,1967,4605744
Finland,1968,4626469
Finland,1969,4623785
Finland,1970,4606307
Finland,1971,4612124
Finland,1972,4639657
Finland,1973,4666081
Finland,1974,4690574
Finland,1975,4711440
Finland,1976,4725664
Finland,1977,4738902
Finland,1978,4752528
Finland,1979,4764690
Finland,1980,4779535
Finland,1981,4799964
Finland,1982,4826933
Finland,1983,4855787
Finland,1984,4881803
Finland,1985,4902206
Finland,1986,4918154
Finland,1987,4932123
Finland,1988,4946481
Finland,1989,4964371
Finland,1990,4986431
Finland,1991,5013740
Finland,1992,5041992
Finland,1993,5066447
Finland,1994,5088333
Finland,1995,5107790
Finland,1996,5124573
Finland,1997,5139835
Finland,1998,5153498
Finland,1999,5165474
Finland,2000,5176209
Finland,2001,5188008
Finland,2002,5200598
Finland,2003,5213014
Finland,2004,5228172
Finland,2005,5246096
Finland,2006,5266268
Finland,2007,5288720
Finland,2008,5313399
Finland,2009,5338871
Finland,2010,5363352
Finland,2011,5388272
Finland,2012,5413971
Finland,2013,5438972
Finland,2014,5461512
France,1960,46814237
France,1961,47444751
France,1962,48119649
France,1963,48803680
France,1964,49449403
France,1965,50023774
France,1966,50508717
France,1967,50915456
France,1968,51276054
France,1969,51638260
France,1970,52035095
France,1971,52480421
France,1972,52959228
France,1973,53441264
France,1974,53882416
France,1975,54252574
France,1976,54541493
France,1977,54764462
France,1978,54947975
France,1979,55130594
France,1980,55340782
France,1981,55585824
France,1982,55858727
France,1983,56156284
France,1984,56470769
France,1985,56795686
France,1986,57132691
France,1987,57482591
France,1988,57836486
France,1989,58182702
France,1990,58512808
France,1991,58559312
France,1992,58851216
France,1993,59106766
France,1994,59327194
France,1995,59541900
France,1996,59753098
France,1997,59964845
France,1998,60186291
France,1999,60496715
France,2000,60912498
France,2001,61357431
France,2002,61805267
France,2003,62244884
France,2004,62704897
France,2005,63179356
France,2006,63621376
France,2007,64016229
France,2008,64374990
France,2009,64707044
France,2010,65027512
France,2011,65342776
France,2012,65659790
France,2013,65998570
France,2014,66331957
United Kingdom,1960,52400000
United Kingdom,1961,52800000
United Kingdom,1962,53250000
United Kingdom,1963,53650000
United Kingdom,1964,54000000
United Kingdom,1965,54348050
United Kingdom,1966,54648500
United Kingdom,1967,54943600
United Kingdom,1968,55211700
United Kingdom,1969,55441750
United Kingdom,1970,55663250
United Kingdom,1971,55896223
United Kingdom,1972,56086065
United Kingdom,1973,56194527
United Kingdom,1974,56229974
United Kingdom,1975,56225800
United Kingdom,1976,56211968
United Kingdom,1977,56193492
United Kingdom,1978,56196504
United Kingdom,1979,56246951
United Kingdom,1980,56314216
United Kingdom,1981,56333829
United Kingdom,1982,56313641
United Kingdom,1983,56332848
United Kingdom,1984,56422072
United Kingdom,1985,56550268
United Kingdom,1986,56681396
United Kingdom,1987,56802050
United Kingdom,1988,56928327
United Kingdom,1989,57076711
United Kingdom,1990,57247586
United Kingdom,1991,57424897
United Kingdom,1992,57580402
United Kingdom,1993,57718614
United Kingdom,1994,57865745
United Kingdom,1995,58019030
United Kingdom,1996,58166950
United Kingdom,1997,58316954
United Kingdom,1998,58487141
United Kingdom,1999,58682466
United Kingdom,2000,58892514
United Kingdom,2001,59119673
United Kingdom,2002,59370479
United Kingdom,2003,59647577
United Kingdom,2004,59987905
United Kingdom,2005,60401206
United Kingdom,2006,60846820
United Kingdom,2007,61322463
United Kingdom,2008,61806995
United Kingdom,2009,62276270
United Kingdom,2010,62766365
United Kingdom,2011,63258918
United Kingdom,2012,63700300
United Kingdom,2013,64128226
United Kingdom,2014,64613160
Georgia,1960,3645600
Georgia,1961,3703600
Georgia,1962,3760300
Georgia,1963,3816100
Georgia,1964,3870300
Georgia,1965,3921600
Georgia,1966,3966700
Georgia,1967,4005800
Georgia,1968,4042300
Georgia,1969,4080300
Georgia,1970,4119900
Georgia,1971,4163000
Georgia,1972,4205300
Georgia,1973,4242500
Georgia,1974,4279500
Georgia,1975,4311200
Georgia,1976,4342400
Georgia,1977,4372100
Georgia,1978,4397700
Georgia,1979,4430200
Georgia,1980,4467700
Georgia,1981,4504500
Georgia,1982,4542800
Georgia,1983,4582900
Georgia,1984,4622200
Georgia,1985,4662900
Georgia,1986,4704500
Georgia,1987,4743500
Georgia,1988,4790700
Georgia,1989,4803300
Georgia,1990,4802000
Georgia,1991,4835900
Georgia,1992,4873500
Georgia,1993,4911100
Georgia,1994,4861600
Georgia,1995,4734000
Georgia,1996,4616100
Georgia,1997,4531600
Georgia,1998,4487300
Georgia,1999,4452500
Georgia,2000,4418300
Georgia,2001,4386400
Georgia,2002,4357000
Georgia,2003,4301000
Georgia,2004,4245000
Georgia,2005,4190000
Georgia,2006,4136000
Georgia,2007,4082000
Georgia,2008,4030000
Georgia,2009,3978000
Georgia,2010,3926000
Georgia,2011,3875000
Georgia,2012,3825000
Georgia,2013,3776000
Georgia,2014,3727000
Ghana,1960,6652287
Ghana,1961,6866539
Ghana,1962,7085464
Ghana,1963,7303432
Ghana,1964,7513289
Ghana,1965,7710549
Ghana,1966,7890992
Ghana,1967,8057444
Ghana,1968,8221020
Ghana,1969,8397347
Ghana,1970,8596983
Ghana,1971,8827273
Ghana,1972,9083573
Ghana,1973,9350111
Ghana,1974,9604276
Ghana,1975,9831407
Ghana,1976,10023472
Ghana,1977,10189890
Ghana,1978,10354499
Ghana,1979,10550777
Ghana,1980,10802028
Ghana,1981,11117605
Ghana,1982,11488106
Ghana,1983,11895125
Ghana,1984,12311158
Ghana,1985,12716228
Ghana,1986,13104296
Ghana,1987,13481406
Ghana,1988,13854214
Ghana,1989,14233874
Ghana,1990,14628260
Ghana,1991,15039514
Ghana,1992,15463854
Ghana,1993,15896432
Ghana,1994,16330174
Ghana,1995,16760467
Ghana,1996,17185608
Ghana,1997,17608812
Ghana,1998,18036494
Ghana,1999,18477612
Ghana,2000,18938762
Ghana,2001,19421605
Ghana,2002,19924522
Ghana,2003,20446782
Ghana,2004,20986536
Ghana,2005,21542009
Ghana,2006,22113425
Ghana,2007,22700212
Ghana,2008,23298640
Ghana,2009,23903831
Ghana,2010,24512104
Ghana,2011,25121796
Ghana,2012,25733049
Ghana,2013,26346251
Ghana,2014,26962563
Greece,1960,8331725
Greece,1961,8398050
Greece,1962,8448233
Greece,1963,8479625
Greece,1964,8510429
Greece,1965,8550333
Greece,1966,8613651
Greece,1967,8684088
Greece,1968,8740765
Greece,1969,8772764
Greece,1970,8792806
Greece,1971,8831036
Greece,1972,8888628
Greece,1973,8929086
Greece,1974,8962022
Greece,1975,9046541
Greece,1976,9188150
Greece,1977,9308479
Greece,1978,9429959
Greece,1979,9548258
Greece,1980,9642505
Greece,1981,9729350
Greece,1982,9789513
Greece,1983,9846627
Greece,1984,9895801
Greece,1985,9934300
Greece,1986,9967213
Greece,1987,10000595
Greece,1988,10036983
Greece,1989,10089498
Greece,1990,10196792
Greece,1991,10319927
Greece,1992,10399061
Greece,1993,10460415
Greece,1994,10512922
Greece,1995,10562153
Greece,1996,10608800
Greece,1997,10661259
Greece,1998,10720509
Greece,1999,10761698
Greece,2000,10805808
Greece,2001,10862132
Greece,2002,10902022
Greece,2003,10928070
Greece,2004,10955141
Greece,2005,10987314
Greece,2006,11020362
Greece,2007,11048473
Greece,2008,11077841
Greece,2009,11107017
Greece,2010,11121341
Greece,2011,11104899
Greece,2012,11045011
Greece,2013,10965211
Greece,2014,10892413
Guatemala,1960,4210747
Guatemala,1961,4336143
Guatemala,1962,4464249
Guatemala,1963,4595510
Guatemala,1964,4730540
Guatemala,1965,4869716
Guatemala,1966,5013153
Guatemala,1967,5160609
Guatemala,1968,5311615
Guatemala,1969,5465512
Guatemala,1970,5621792
Guatemala,1971,5780480
Guatemala,1972,5941567
Guatemala,1973,6104530
Guatemala,1974,6268707
Guatemala,1975,6433728
Guatemala,1976,6599214
Guatemala,1977,6765516
Guatemala,1978,6933906
Guatemala,1979,7106145
Guatemala,1980,7283459
Guatemala,1981,7466488
Guatemala,1982,7654819
Guatemala,1983,7847472
Guatemala,1984,8042897
Guatemala,1985,8240060
Guatemala,1986,8438604
Guatemala,1987,8639108
Guatemala,1988,8842575
Guatemala,1989,9050465
Guatemala,1990,9263813
Guatemala,1991,9483270
Guatemala,1992,9708544
Guatemala,1993,9938692
Guatemala,1994,10172297
Guatemala,1995,10408489
Guatemala,1996,10646674
Guatemala,1997,10887634
Guatemala,1998,11133501
Guatemala,1999,11387203
Guatemala,2000,11650743
Guatemala,2001,11924946
Guatemala,2002,12208848
Guatemala,2003,12500478
Guatemala,2004,12796925
Guatemala,2005,13096028
Guatemala,2006,13397008
Guatemala,2007,13700286
Guatemala,2008,14006366
Guatemala,2009,14316208
Guatemala,2010,14630417
Guatemala,2011,14948919
Guatemala,2012,15271056
Guatemala,2013,15596214
Guatemala,2014,15923559
Honduras,1960,2038637
Honduras,1961,2096407
Honduras,1962,2155652
Honduras,1963,2216707
Honduras,1964,2280045
Honduras,1965,2346010
Honduras,1966,2414807
Honduras,1967,2486414
Honduras,1968,2560727
Honduras,1969,2637517
Honduras,1970,2716659
Honduras,1971,2798125
Honduras,1972,2882113
Honduras,1973,2968994
Honduras,1974,3059254
Honduras,1975,3153261
Honduras,1976,3251158
Honduras,1977,3352835
Honduras,1978,3458104
Honduras,1979,3566665
Honduras,1980,3678286
Honduras,1981,3792938
Honduras,1982,3910657
Honduras,1983,4031349
Honduras,1984,4154887
Honduras,1985,4281189
Honduras,1986,4410158
Honduras,1987,4541804
Honduras,1988,4676361
Honduras,1989,4814137
Honduras,1990,4955328
Honduras,1991,5099951
Honduras,1992,5247836
Honduras,1993,5398805
Honduras,1994,5552625
Honduras,1995,5709051
Honduras,1996,5867849
Honduras,1997,6028882
Honduras,1998,6192026
Honduras,1999,6357221
Honduras,2000,6524283
Honduras,2001,6693061
Honduras,2002,6863157
Honduras,2003,7033821
Honduras,2004,7204153
Honduras,2005,7373430
Honduras,2006,7541406
Honduras,2007,7707972
Honduras,2008,7872658
Honduras,2009,8035021
Honduras,2010,8194778
Honduras,2011,8351600
Honduras,2012,8505646
Honduras,2013,8657785
Honduras,2014,8809216
Croatia,1960,4140000
Croatia,1961,4171672
Croatia,1962,4202104
Croatia,1963,4231408
Croatia,1964,4259680
Croatia,1965,4287000
Croatia,1966,4313000
Croatia,1967,4339000
Croatia,1968,4364000
Croatia,1969,4387000
Croatia,1970,4411000
Croatia,1971,4435000
Croatia,1972,4457000
Croatia,1973,4478000
Croatia,1974,4497000
Croatia,1975,4514000
Croatia,1976,4530000
Croatia,1977,4532000
Croatia,1978,4556000
Croatia,1979,4571000
Croatia,1980,4588000
Croatia,1981,4608000
Croatia,1982,4635000
Croatia,1983,4659000
Croatia,1984,4680000
Croatia,1985,4701000
Croatia,1986,4722000
Croatia,1987,4740000
Croatia,1988,4757000
Croatia,1989,4767000
Croatia,1990,4780000
Croatia,1991,4510000
Croatia,1992,4470000
Croatia,1993,4640000
Croatia,1994,4650000
Croatia,1995,4669000
Croatia,1996,4494000
Croatia,1997,4572000
Croatia,1998,4501000
Croatia,1999,4554000
Croatia,2000,4426000
Croatia,2001,4440000
Croatia,2002,4440000
Croatia,2003,4440000
Croatia,2004,4439000
Croatia,2005,4442000
Croatia,2006,4440000
Croatia,2007,4436000
Croatia,2008,4434508
Croatia,2009,4429078
Croatia,2010,4417781
Croatia,2011,4280622
Croatia,2012,4267558
Croatia,2013,4255689
Croatia,2014,4238389
Hungary,1960,9983967
Hungary,1961,10029321
Hungary,1962,10061734
Hungary,1963,10087947
Hungary,1964,10119835
Hungary,1965,10147935
Hungary,1966,10178653
Hungary,1967,10216604
Hungary,1968,10255815
Hungary,1969,10298723
Hungary,1970,10337910
Hungary,1971,10367537
Hungary,1972,10398489
Hungary,1973,10432055
Hungary,1974,10478720
Hungary,1975,10540525
Hungary,1976,10598677
Hungary,1977,10648031
Hungary,1978,10684822
Hungary,1979,10704152
Hungary,1980,10711122
Hungary,1981,10711848
Hungary,1982,10705535
Hungary,1983,10689463
Hungary,1984,10668095
Hungary,1985,10648713
Hungary,1986,10630564
Hungary,1987,10612741
Hungary,1988,10596487
Hungary,1989,10481719
Hungary,1990,10373988
Hungary,1991,10373400
Hungary,1992,10369341
Hungary,1993,10357523
Hungary,1994,10343355
Hungary,1995,10328965
Hungary,1996,10311238
Hungary,1997,10290486
Hungary,1998,10266570
Hungary,1999,10237530
Hungary,2000,10210971
Hungary,2001,10187576
Hungary,2002,10158608
Hungary,2003,10129552
Hungary,2004,10107146
Hungary,2005,10087065
Hungary,2006,10071370
Hungary,2007,10055780
Hungary,2008,10038188
Hungary,2009,10022650
Hungary,2010,10000023
Hungary,2011,9971727
Hungary,2012,9920362
Hungary,2013,9893082
Hungary,2014,9866468
Indonesia,1960,87792515
Indonesia,1961,90138235
Indonesia,1962,92558005
Indonesia,1963,95055665
Indonesia,1964,97638029
Indonesia,1965,100308894
Indonesia,1966,103067354
Indonesia,1967,105907403
Indonesia,1968,108821564
Indonesia,1969,111800091
Indonesia,1970,114834780
Indonesia,1971,117921998
Indonesia,1972,121059513
Indonesia,1973,124242298
Indonesia,1974,127465231
Indonesia,1975,130724115
Indonesia,1976,134010690
Indonesia,1977,137322118
Indonesia,1978,140665856
Indonesia,1979,144053518
